id,nearc2,nearc4,educ,age,fatheduc,motheduc,weight,momdad14,sinmom14,step14,reg661,reg662,reg663,reg664,reg665,reg666,reg667,reg668,reg669,south66,black,smsa,south,smsa66,wage,enroll,KWW,IQ,married,libcrd14,exper,lwage,expersq
3638,1,1,12,25,,9.0,94710,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,148,0,27.0,,6.0,1.0,7,4.99721193313599,49
3646,1,1,16,29,8.0,12.0,508712,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,824,0,39.0,106.0,6.0,1.0,7,6.71416997909546,49
3647,1,1,14,26,,0.0,114743,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,700,0,33.0,,1.0,1.0,6,6.55108022689819,36
3649,1,1,18,27,5.0,3.0,114743,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,750,0,24.0,,6.0,0.0,3,6.62007284164429,9
3650,1,1,17,34,,,418230,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,700,1,53.0,98.0,1.0,1.0,11,6.55108022689819,121
3651,1,1,18,32,14.0,14.0,376407,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,692,0,32.0,,1.0,1.0,8,6.53958606719971,64
3656,1,1,11,27,,,97090,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,308,0,38.0,73.0,2.0,0.0,10,5.73010015487671,100
3658,1,1,17,31,16.0,16.0,508712,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,865,0,49.0,119.0,6.0,1.0,8,6.76273012161255,64
3665,1,1,14,24,2.0,,94710,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,693,0,33.0,,1.0,1.0,4,6.54102993011475,16
3666,1,1,11,24,,9.0,94710,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,800,0,24.0,,,1.0,7,6.68461179733276,49
3667,1,1,14,32,12.0,8.0,139101,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,673,0,42.0,82.0,1.0,1.0,12,6.5117449760437,144
3669,1,1,14,25,12.0,12.0,378554,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,515,0,34.0,,1.0,1.0,5,6.2441668510437,25
3670,1,1,16,31,16.0,12.0,508712,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,712,0,37.0,,1.0,1.0,9,6.56807804107666,81
3671,1,1,13,25,,12.0,378554,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,845,1,31.0,115.0,1.0,1.0,6,6.73933601379395,36
3672,1,1,14,25,12.0,12.0,378554,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,885,1,28.0,77.0,6.0,1.0,5,6.78558778762817,25
3673,1,1,14,27,9.0,12.0,389410,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,693,0,34.0,101.0,1.0,1.0,7,6.54102993011475,49
3674,1,1,12,34,12.0,12.0,418230,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,851,0,40.0,97.0,1.0,1.0,16,6.74641180038452,256
3675,1,1,12,29,10.0,10.0,508712,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,738,0,34.0,110.0,1.0,0.0,11,6.60394382476807,121
3676,1,1,14,25,10.0,10.0,378554,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,481,1,28.0,86.0,6.0,0.0,5,6.17586708068848,25
3678,1,1,16,30,16.0,16.0,508712,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,795,0,43.0,126.0,1.0,1.0,8,6.67834186553955,64
3679,1,1,13,32,8.0,12.0,376407,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,579,0,36.0,,4.0,0.0,13,6.3613018989563,169
3682,1,1,12,34,12.0,12.0,376407,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,869,0,32.0,96.0,4.0,0.0,16,6.76734304428101,256
3684,1,1,16,27,12.0,13.0,389410,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,577,0,40.0,117.0,6.0,1.0,5,6.35784196853638,25
3685,1,1,17,33,14.0,12.0,376407,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1385,0,44.0,111.0,1.0,1.0,10,7.23345518112183,100
3686,1,1,14,31,,,508712,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1603,0,39.0,,1.0,1.0,11,7.37963199615479,121
3690,1,1,12,30,8.0,8.0,147046,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,675,0,23.0,67.0,1.0,1.0,12,6.51471281051636,144
3694,1,1,18,32,13.0,12.0,376407,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,462,0,43.0,,6.0,1.0,8,6.13556480407715,64
3697,1,1,12,29,,12.0,565236,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,663,0,24.0,,1.0,1.0,11,6.49677515029907,121
3702,1,1,12,24,,12.0,92535,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,845,0,36.0,,6.0,1.0,6,6.73933601379395,36
3707,1,1,12,33,12.0,12.0,418230,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,657,0,31.0,102.0,1.0,1.0,15,6.48768377304077,225
3708,1,1,15,27,13.0,12.0,389410,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1200,0,42.0,95.0,4.0,1.0,6,7.09007692337036,36
3709,1,1,13,33,0.0,5.0,377198,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,770,0,35.0,,1.0,0.0,14,6.64638996124268,196
3711,1,1,12,27,,5.0,97090,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,250,0,29.0,,1.0,1.0,9,5.52146100997925,81
3713,1,1,12,24,0.0,4.0,421500,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,343,0,27.0,,6.0,0.0,6,5.83772993087769,36
3715,1,1,12,34,2.0,0.0,376407,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2115,0,22.0,64.0,4.0,1.0,16,7.65680980682373,256
3716,1,1,18,27,,2.0,389410,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1029,0,35.0,,1.0,1.0,3,6.9363431930542,9
3717,1,1,12,25,,2.0,378554,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,713,0,22.0,,4.0,1.0,7,6.56948089599609,49
3719,1,1,10,28,8.0,12.0,389410,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,595,0,39.0,118.0,1.0,1.0,12,6.38856077194214,144
3722,1,1,15,32,12.0,12.0,376407,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,833,0,41.0,104.0,1.0,1.0,11,6.72503423690796,121
3723,1,1,15,28,,,441320,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,400,0,20.0,107.0,6.0,0.0,7,5.99146509170532,49
3726,1,1,14,31,,7.0,147046,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,721,0,36.0,118.0,1.0,1.0,11,6.58063888549805,121
3727,1,1,12,31,12.0,12.0,147046,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,167,0,32.0,71.0,1.0,1.0,13,5.11799383163452,169
3728,1,1,14,27,8.0,12.0,95189,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,467,1,39.0,114.0,1.0,1.0,7,6.14632892608643,49
3729,1,1,18,27,13.0,13.0,95189,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,643,0,41.0,118.0,4.0,1.0,3,6.46614503860474,9
3730,1,1,13,34,10.0,12.0,377198,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,600,0,37.0,75.0,1.0,1.0,15,6.39693021774292,225
3731,1,1,12,24,13.0,10.0,379350,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,400,0,38.0,149.0,5.0,1.0,6,5.99146509170532,36
3732,1,1,13,24,12.0,12.0,420616,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1000,0,33.0,108.0,5.0,1.0,5,6.90775489807129,25
3733,1,1,14,28,8.0,12.0,432678,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,666,0,26.0,108.0,1.0,1.0,8,6.50128984451294,64
3739,0,1,16,24,8.0,11.0,378554,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,553,0,32.0,,1.0,1.0,2,6.31535816192627,4
3744,0,1,14,28,10.0,12.0,389410,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,785,0,45.0,112.0,4.0,0.0,8,6.66568422317505,64
3746,1,1,15,28,13.0,12.0,389410,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,667,1,39.0,108.0,1.0,0.0,7,6.50278997421265,49
3747,1,1,10,25,8.0,8.0,378554,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,300,0,36.0,93.0,6.0,1.0,9,5.70378303527832,81
3750,1,1,16,30,14.0,12.0,508712,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,697,0,38.0,119.0,1.0,0.0,8,6.5467848777771,64
3752,1,1,14,33,12.0,12.0,376407,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,438,0,35.0,94.0,1.0,1.0,13,6.08221912384033,169
3754,1,1,13,25,9.0,11.0,378554,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,685,0,23.0,68.0,1.0,0.0,6,6.5294189453125,36
3756,1,1,14,26,7.0,6.0,389410,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,414,0,27.0,103.0,1.0,1.0,6,6.02586603164673,36
3757,1,1,12,25,11.0,14.0,378554,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,751,0,33.0,104.0,1.0,1.0,7,6.62140607833862,49
3758,1,1,13,26,16.0,16.0,389410,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,231,0,36.0,119.0,6.0,1.0,7,5.44241809844971,49
3762,1,1,16,29,17.0,14.0,508712,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,505,0,36.0,90.0,1.0,1.0,7,6.22455787658691,49
3763,1,1,16,30,15.0,12.0,508712,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,600,0,44.0,129.0,1.0,1.0,8,6.39693021774292,64
3764,1,1,18,33,18.0,15.0,376407,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1309,0,48.0,,1.0,1.0,9,7.1770191192627,81
3765,1,1,18,32,,18.0,376407,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1058,0,49.0,125.0,1.0,1.0,8,6.96413612365723,64
3766,1,1,15,32,13.0,11.0,377198,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,627,1,37.0,100.0,1.0,1.0,11,6.44094705581665,121
3767,0,1,16,33,3.0,8.0,376407,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1050,0,40.0,112.0,1.0,1.0,11,6.95654487609863,121
3770,0,1,18,32,12.0,16.0,92010,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,983,0,50.0,128.0,1.0,1.0,8,6.89060878753662,64
3773,0,1,18,34,16.0,13.0,376407,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1282,0,47.0,84.0,1.0,1.0,10,7.15617704391479,100
3774,0,1,12,26,12.0,12.0,389410,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,818,0,40.0,84.0,1.0,0.0,8,6.70686197280884,64
3775,0,1,17,24,16.0,16.0,378554,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,500,1,31.0,120.0,6.0,1.0,1,6.21460819244385,1
3777,0,1,12,32,12.0,8.0,418230,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,720,0,38.0,97.0,4.0,1.0,14,6.57925081253052,196
3778,0,1,12,29,7.0,12.0,508712,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,538,0,34.0,102.0,4.0,1.0,11,6.28785800933838,121
3779,0,1,17,34,8.0,12.0,418230,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,938,0,49.0,,1.0,1.0,11,6.84375,121
3782,0,1,11,25,8.0,9.0,379350,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,300,0,26.0,91.0,1.0,0.0,8,5.70378303527832,64
3783,0,1,11,32,2.0,1.0,377198,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,781,1,31.0,,1.0,0.0,15,6.6605749130249,225
3784,0,1,8,34,3.0,2.0,377198,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,650,0,33.0,,4.0,0.0,20,6.47697305679321,400
3785,0,1,18,29,12.0,12.0,509782,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,996,0,41.0,131.0,1.0,1.0,5,6.90374708175659,25
3786,0,1,17,28,12.0,12.0,390229,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,582,0,37.0,107.0,1.0,1.0,5,6.3664698600769,25
3787,0,1,16,26,12.0,12.0,390229,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,231,0,23.0,126.0,1.0,1.0,4,5.44241809844971,16
3788,0,1,16,25,12.0,12.0,379350,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,539,0,32.0,107.0,1.0,1.0,3,6.28971576690674,9
3792,0,1,15,34,8.0,8.0,139101,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,628,0,49.0,92.0,1.0,1.0,13,6.44254016876221,169
3793,0,1,12,28,,,97090,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,674,0,30.0,,1.0,1.0,10,6.51322984695435,100
3794,0,1,16,27,12.0,12.0,95189,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,231,0,32.0,92.0,1.0,1.0,5,5.44241809844971,25
3795,0,1,18,29,12.0,12.0,124352,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,716,0,40.0,119.0,1.0,1.0,5,6.57367992401123,25
3798,1,1,13,24,12.0,12.0,378554,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,286,0,32.0,,6.0,1.0,5,5.65599203109741,25
3799,1,1,15,26,12.0,12.0,389410,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,500,0,41.0,76.0,1.0,1.0,5,6.21460819244385,25
3800,1,1,16,27,,,432678,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,312,0,40.0,,6.0,1.0,5,5.74300289154053,25
3804,1,1,11,25,10.0,10.0,378554,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,200,0,24.0,107.0,6.0,1.0,8,5.29831695556641,64
3809,1,1,16,33,12.0,9.0,418230,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1106,0,,111.0,1.0,1.0,11,7.00850486755371,121
3810,1,1,12,29,11.0,11.0,565236,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,583,1,25.0,92.0,1.0,1.0,11,6.36818695068359,121
3812,1,1,16,30,8.0,12.0,508712,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,404,0,46.0,115.0,6.0,1.0,8,6.00141477584839,64
3813,1,1,13,25,12.0,,378554,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,618,1,37.0,114.0,1.0,0.0,6,6.42648792266846,36
3815,1,1,16,27,10.0,12.0,389410,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,277,0,41.0,123.0,1.0,1.0,5,5.62401819229126,25
3816,1,1,17,25,12.0,11.0,378554,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,962,0,32.0,107.0,1.0,1.0,2,6.86901378631592,4
3817,1,1,15,30,12.0,12.0,508712,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,692,1,47.0,107.0,1.0,1.0,9,6.53958606719971,81
3818,1,1,12,28,8.0,12.0,389410,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,563,0,43.0,105.0,1.0,1.0,10,6.33328008651733,100
3821,1,1,8,33,3.0,5.0,418230,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1336,0,40.0,,1.0,0.0,19,7.19743490219116,361
3822,1,1,14,31,12.0,12.0,508712,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,673,0,44.0,111.0,1.0,0.0,11,6.5117449760437,121
3823,1,1,16,32,,11.0,376407,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,856,0,41.0,107.0,1.0,1.0,10,6.75227022171021,100
3824,1,1,16,32,8.0,4.0,376407,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,260,1,40.0,117.0,6.0,1.0,10,5.56068181991577,100
3825,1,1,15,28,8.0,4.0,389410,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,575,0,42.0,116.0,1.0,1.0,7,6.3543701171875,49
3828,1,1,13,24,2.0,8.0,378554,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,626,0,40.0,108.0,1.0,0.0,5,6.43935108184814,25
3830,1,1,12,32,12.0,12.0,376407,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1443,0,47.0,115.0,1.0,0.0,14,7.27447891235352,196
3831,1,1,14,28,6.0,11.0,389410,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,336,0,31.0,101.0,1.0,1.0,8,5.81711101531982,64
3832,1,1,12,27,6.0,11.0,389410,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,577,0,30.0,98.0,1.0,1.0,9,6.35784196853638,81
3836,1,1,13,24,8.0,12.0,379350,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,480,0,30.0,,1.0,1.0,5,6.17378616333008,25
3837,1,1,15,28,16.0,0.0,399926,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,250,0,42.0,87.0,1.0,1.0,7,5.52146100997925,49
3840,0,1,11,24,12.0,9.0,378554,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,479,0,27.0,,1.0,1.0,7,6.17170000076294,49
3842,0,1,15,34,,,376407,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1038,0,43.0,95.0,1.0,1.0,13,6.9450511932373,169
3843,0,1,18,33,13.0,12.0,376407,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1090,0,48.0,114.0,1.0,1.0,9,6.99393320083618,81
3845,0,1,18,26,12.0,12.0,389410,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,462,0,40.0,116.0,1.0,1.0,2,6.13556480407715,4
3846,0,1,12,32,,12.0,376407,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,625,0,41.0,90.0,1.0,1.0,14,6.43775177001953,196
3847,0,1,16,25,5.0,8.0,378554,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,817,0,38.0,115.0,1.0,1.0,3,6.70563888549805,9
3849,0,1,14,28,17.0,4.0,389410,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,361,0,40.0,113.0,1.0,1.0,8,5.88887786865234,64
3852,0,1,12,27,12.0,12.0,389410,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,320,1,35.0,87.0,1.0,0.0,9,5.76832103729248,81
3855,0,1,16,32,7.0,12.0,376407,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,347,1,32.0,91.0,4.0,1.0,10,5.84932518005371,100
3856,1,0,12,30,,,565236,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,861,0,39.0,86.0,4.0,1.0,12,6.75809383392334,144
3858,1,0,10,26,2.0,2.0,389410,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,282,0,16.0,90.0,1.0,1.0,10,5.64190721511841,100
3859,1,0,12,24,17.0,14.0,378554,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,699,0,33.0,125.0,5.0,0.0,6,6.54965114593506,36
3860,1,0,12,24,11.0,10.0,378554,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,615,0,26.0,107.0,1.0,1.0,6,6.42162179946899,36
3863,1,0,11,25,8.0,12.0,379350,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,433,0,35.0,88.0,6.0,1.0,8,6.07073783874512,64
3865,1,1,16,25,12.0,12.0,94710,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,534,0,28.0,117.0,6.0,1.0,3,6.28039598464966,9
3867,1,1,16,26,12.0,12.0,97090,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,625,0,31.0,92.0,6.0,1.0,4,6.43775177001953,16
3869,1,1,18,26,10.0,12.0,97090,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,577,0,43.0,122.0,4.0,1.0,2,6.35784196853638,4
3870,1,1,12,24,10.0,12.0,94710,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,843,0,26.0,98.0,6.0,1.0,6,6.73696708679199,36
3874,1,1,16,26,12.0,12.0,97090,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,404,0,45.0,123.0,1.0,1.0,4,6.00141477584839,16
3879,1,1,15,32,,12.0,92010,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,553,0,40.0,,1.0,1.0,11,6.31535816192627,121
3880,1,1,18,31,18.0,12.0,508712,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1014,0,45.0,116.0,1.0,1.0,7,6.92165803909302,49
3883,1,1,16,29,8.0,4.0,601550,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,325,0,44.0,114.0,6.0,1.0,7,5.7838249206543,49
3885,1,1,15,30,12.0,8.0,147046,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,771,0,34.0,91.0,1.0,1.0,9,6.6476879119873,81
3887,1,1,14,24,12.0,13.0,94710,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,700,0,28.0,125.0,1.0,1.0,4,6.55108022689819,16
3889,1,1,17,24,13.0,7.0,94710,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,548,1,42.0,126.0,6.0,1.0,1,6.30627489089966,1
3890,1,1,16,26,0.0,5.0,97090,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,625,0,43.0,101.0,6.0,1.0,4,6.43775177001953,16
3891,1,1,16,28,12.0,7.0,97090,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,911,0,33.0,101.0,1.0,0.0,6,6.81454277038574,36
3895,0,1,12,33,16.0,16.0,377198,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,745,0,44.0,116.0,1.0,1.0,15,6.61338376998901,225
3896,0,1,12,24,12.0,12.0,379350,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,674,0,18.0,103.0,1.0,0.0,6,6.51322984695435,36
3897,0,0,16,28,12.0,12.0,390229,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,817,0,49.0,113.0,1.0,0.0,6,6.70563888549805,36
3899,1,1,15,25,,10.0,420616,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,770,0,42.0,111.0,1.0,1.0,4,6.64638996124268,16
3900,1,1,15,27,8.0,9.0,389410,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,727,0,38.0,116.0,1.0,1.0,6,6.58892583847046,36
3902,1,1,12,24,8.0,9.0,378554,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,666,0,25.0,,1.0,1.0,6,6.50128984451294,36
3903,1,1,14,27,,12.0,389410,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,688,0,32.0,94.0,1.0,1.0,7,6.53378915786743,49
3906,1,1,14,26,16.0,13.0,389410,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,560,1,38.0,108.0,6.0,1.0,6,6.32793712615967,36
3908,1,1,16,28,13.0,14.0,389410,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,500,0,42.0,123.0,1.0,1.0,6,6.21460819244385,36
3912,1,1,14,28,,,389410,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,670,0,42.0,,6.0,1.0,8,6.50727701187134,64
3915,1,1,12,34,9.0,9.0,376407,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,962,0,36.0,,1.0,1.0,16,6.86901378631592,256
3918,1,1,16,28,,12.0,389410,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,726,0,38.0,109.0,1.0,1.0,6,6.58755016326904,36
3927,1,1,16,33,12.0,12.0,376407,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,962,0,36.0,124.0,1.0,1.0,11,6.86901378631592,121
3928,1,1,17,33,12.0,14.0,376407,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,615,1,42.0,89.0,1.0,1.0,10,6.42162179946899,100
3929,1,1,13,32,12.0,10.0,376407,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1154,0,35.0,114.0,1.0,0.0,13,7.05099010467529,169
3931,1,1,13,29,14.0,8.0,508712,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,675,0,35.0,121.0,1.0,1.0,10,6.51471281051636,100
3933,1,1,12,26,,10.0,389410,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,422,0,37.0,103.0,1.0,1.0,8,6.04500484466553,64
3934,1,1,12,25,12.0,12.0,378554,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1063,0,19.0,96.0,6.0,1.0,7,6.96885108947754,49
3939,1,1,18,33,15.0,14.0,376407,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1175,0,54.0,117.0,6.0,1.0,9,7.06902408599854,81
3940,1,1,15,27,12.0,,389410,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,852,1,36.0,108.0,1.0,1.0,6,6.74758720397949,36
3941,1,1,12,24,12.0,,378554,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,610,0,24.0,,1.0,1.0,6,6.41345882415771,36
3943,1,1,18,33,12.0,12.0,376407,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,423,0,43.0,,1.0,1.0,9,6.04737186431885,81
3945,1,1,12,29,8.0,12.0,565236,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1200,0,40.0,100.0,1.0,1.0,11,7.09007692337036,121
3946,1,1,14,34,15.0,10.0,376407,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1029,0,46.0,,1.0,1.0,14,6.9363431930542,196
3952,1,1,14,28,12.0,,389410,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,550,0,30.0,104.0,4.0,1.0,8,6.30991792678833,64
3953,1,1,15,31,12.0,12.0,508712,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,801,0,36.0,91.0,6.0,0.0,10,6.68586111068726,100
3954,1,1,12,31,,11.0,508712,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,543,0,31.0,97.0,1.0,1.0,13,6.29710912704468,169
3955,1,1,9,31,8.0,11.0,565236,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,350,0,18.0,,3.0,1.0,16,5.85793304443359,256
